DATE,excess,term_spread,real_yield,inv_wealth,rolling_6m,momentum
2021-12-01,1.4268181818181818,1.1695454545454544,-5.964954545454545,0.0848640225835497,-4.771282611832612,1
2022-01-01,1.717,1.3885,-6.0568,0.09061687183461,-5.024947763347764,1
2022-02-01,1.897894736842105,1.481578947368421,-6.143321052631579,0.0941956000896411,-5.291545382395382,1
2022-03-01,1.9543478260869565,1.6691304347826086,-6.406069565217392,0.0918480656263715,-5.579427679046101,1
2022-04-01,2.4505,2.0175,-5.4503,0.1006352364340857,-5.893807527217253,-1
2022-05-01,2.3404761904761906,1.894285714285714,-5.628014285714286,0.1005668966509965,-5.946890860550586,-1
2022-06-01,2.1119047619047624,1.7,-5.743,0.1088016406638709,-5.941576574836301,-1
2022-07-01,1.0924999999999998,0.7334999999999998,-5.4497,0.0997442998195704,-5.904584150593877,-1
2022-08-01,0.7082608695652173,0.3973913043478259,-5.200008695652174,0.1037485712258487,-5.803400817260543,-1
2022-09-01,0.9990476190476194,0.5666666666666664,-4.518233333333334,0.112992795446517,-5.646182091097309,-1
2022-10-01,0.8060000000000005,0.4579999999999997,-3.5845,0.1041725727520708,-5.331542719116633,-1
2022-11-01,0.1729999999999996,-0.0945,-3.0798999999999994,0.098972771575111,-5.020576052449966,-1
2022-12-01,-0.1004761904761903,-0.4857142857142857,-2.6806142857142854,0.1046575921596172,-4.595890338164251,-1
2023-01-01,-0.8005,-0.8970000000000002,-2.7042,0.0987135195809585,-4.085492719116632,-1
2023-02-01,-0.763157894736842,-0.7078947368421051,-2.0442947368421045,0.1012242605735234,-3.627909385783299,-1
